age,job,marital,education,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed
26,blue-collar,married,basic.9y,no,no,no,telephone,jun,mon,3,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1
37,services,married,high.school,,no,no,telephone,jun,thu,2,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1
39,admin.,single,high.school,no,no,no,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1
38,technician,married,university.degree,no,no,no,cellular,mar,tue,1,999,0,nonexistent,-1.8,92.843,-50.0,1.687,5099.1
35,services,married,basic.9y,no,no,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1
32,technician,single,professional.course,no,no,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
39,services,married,high.school,no,no,no,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1
46,technician,divorced,university.degree,no,no,no,cellular,jul,tue,8,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
63,retired,married,university.degree,no,yes,no,cellular,aug,mon,1,6,2,failure,-2.9,92.201,-31.4,0.821,5076.2
56,management,married,professional.course,no,no,no,cellular,jul,wed,2,999,0,nonexistent,-2.9,92.469,-33.6,1.085,5076.2
56,management,married,university.degree,no,yes,no,cellular,nov,tue,1,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8
51,blue-collar,married,basic.9y,no,yes,no,telephone,may,wed,2,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1
50,management,married,university.degree,no,yes,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
54,blue-collar,married,high.school,no,yes,yes,telephone,jun,wed,7,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1
49,management,married,university.degree,no,no,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0
40,admin.,married,high.school,,no,no,telephone,jun,thu,6,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1
31,unemployed,married,university.degree,no,yes,no,cellular,aug,thu,4,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1
37,entrepreneur,married,basic.9y,no,,,cellular,jul,tue,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
33,admin.,single,university.degree,no,,,cellular,jun,thu,3,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2
31,technician,married,high.school,no,yes,no,telephone,jul,fri,1,999,0,nonexistent,1.4,93.918,-42.7,4.959,5228.1
40,admin.,single,high.school,no,no,yes,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0
42,blue-collar,single,professional.course,no,no,no,cellular,nov,fri,4,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8
54,services,married,basic.4y,no,no,no,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
54,admin.,single,university.degree,no,yes,no,cellular,nov,tue,1,999,1,failure,-0.1,93.2,-42.0,4.153,5195.8
54,housemaid,divorced,basic.4y,no,yes,no,cellular,jul,mon,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
40,management,married,university.degree,,yes,no,cellular,jul,mon,34,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1
34,technician,married,professional.course,no,no,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
20,student,single,basic.9y,no,yes,no,cellular,mar,thu,2,999,0,nonexistent,-1.8,92.843,-50.0,1.538,5099.1
48,admin.,married,university.degree,no,yes,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
51,services,married,professional.course,,no,no,cellular,may,thu,2,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1
38,blue-collar,married,basic.6y,no,yes,no,cellular,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8
59,retired,married,university.degree,,no,yes,cellular,aug,fri,4,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
34,technician,married,university.degree,no,yes,no,telephone,oct,wed,1,999,0,nonexistent,-1.1,94.601,-49.5,1.016,4963.6
33,self-employed,married,university.degree,no,yes,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1
47,blue-collar,married,high.school,no,,,cellular,aug,tue,10,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
32,services,married,basic.4y,,no,no,cellular,jul,mon,4,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1
36,admin.,married,high.school,no,yes,no,telephone,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0
26,admin.,single,basic.9y,no,no,no,telephone,jun,fri,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1
74,retired,married,high.school,no,no,no,cellular,aug,thu,1,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2
29,blue-collar,single,,no,no,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
38,technician,married,university.degree,no,no,no,telephone,aug,mon,10,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
33,services,single,basic.6y,,yes,yes,telephone,may,wed,8,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1
57,blue-collar,married,basic.9y,no,yes,no,cellular,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
27,student,married,university.degree,no,no,no,cellular,jun,tue,1,999,1,failure,-2.9,92.963,-40.8,1.262,5076.2
29,admin.,single,university.degree,,no,no,cellular,aug,fri,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1
35,technician,married,professional.course,no,no,no,cellular,jul,thu,4,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1
53,technician,married,professional.course,no,no,no,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
42,self-employed,single,university.degree,no,yes,no,cellular,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8
35,entrepreneur,married,high.school,no,no,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
33,admin.,single,high.school,no,,,telephone,may,wed,4,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
32,blue-collar,married,basic.6y,no,yes,no,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
43,entrepreneur,married,university.degree,,yes,no,cellular,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
47,admin.,married,university.degree,no,,,cellular,aug,tue,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
31,blue-collar,married,basic.9y,no,yes,no,cellular,may,fri,1,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1
26,admin.,married,high.school,no,yes,yes,cellular,jul,tue,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
40,technician,single,professional.course,no,no,no,cellular,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
21,student,single,high.school,no,no,no,cellular,apr,mon,4,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1
54,unemployed,single,basic.6y,no,yes,yes,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
40,services,married,high.school,,no,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
40,entrepreneur,married,university.degree,no,no,no,cellular,jul,wed,4,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
52,admin.,married,basic.9y,no,yes,no,cellular,may,wed,2,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1
25,blue-collar,single,high.school,no,no,no,cellular,jul,mon,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1
48,admin.,married,high.school,no,no,no,cellular,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1
41,technician,married,professional.course,,yes,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
47,self-employed,married,basic.9y,no,yes,no,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1
42,blue-collar,married,basic.4y,,no,no,cellular,apr,fri,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1
46,admin.,married,university.degree,no,yes,no,telephone,apr,wed,8,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1
53,admin.,married,high.school,no,no,no,telephone,jun,tue,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1
35,admin.,single,basic.4y,,no,no,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0
43,blue-collar,married,basic.9y,,yes,no,cellular,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1
32,admin.,divorced,high.school,no,yes,no,cellular,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8
28,blue-collar,married,basic.4y,,yes,no,cellular,jul,thu,8,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1
28,admin.,married,university.degree,no,no,no,telephone,may,mon,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
32,housemaid,single,basic.4y,no,no,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0
31,admin.,married,high.school,no,no,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
32,services,married,professional.course,,yes,no,cellular,aug,thu,7,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
49,blue-collar,married,basic.9y,no,no,no,telephone,jul,fri,1,999,0,nonexistent,1.4,93.918,-42.7,4.959,5228.1
36,blue-collar,married,basic.9y,no,no,no,cellular,may,thu,1,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1
29,admin.,single,university.degree,no,yes,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1
35,blue-collar,married,,no,no,no,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
41,admin.,married,high.school,no,no,yes,cellular,apr,mon,2,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1
52,housemaid,married,basic.6y,no,yes,no,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
49,blue-collar,single,basic.6y,,yes,no,cellular,jul,thu,3,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1
31,blue-collar,married,basic.6y,no,yes,no,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1
35,technician,married,,,yes,no,telephone,may,tue,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
47,housemaid,married,basic.4y,,no,yes,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
33,services,married,basic.6y,no,yes,no,cellular,may,mon,4,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1
39,unemployed,married,high.school,no,yes,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0
25,admin.,single,university.degree,no,yes,no,telephone,nov,mon,2,999,0,nonexistent,-3.4,92.649,-30.1,0.714,5017.5
31,admin.,married,high.school,no,yes,yes,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
29,services,married,high.school,no,yes,yes,cellular,jul,mon,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
27,technician,married,professional.course,no,no,yes,telephone,mar,tue,1,999,0,nonexistent,-1.8,93.369,-34.8,0.655,5008.7
40,admin.,divorced,university.degree,,yes,no,cellular,aug,tue,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
48,admin.,married,university.degree,,yes,yes,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
45,admin.,married,high.school,no,yes,no,cellular,may,thu,2,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1
51,management,married,basic.4y,no,yes,no,telephone,jun,mon,2,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1
47,technician,married,professional.course,,no,yes,cellular,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
58,unemployed,married,basic.9y,no,yes,no,cellular,apr,thu,1,6,1,success,-1.8,93.749,-34.6,0.644,5008.7
42,technician,divorced,university.degree,no,yes,no,cellular,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
34,technician,married,professional.course,no,no,no,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
52,admin.,married,high.school,no,no,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
27,services,single,university.degree,no,no,no,cellular,jul,thu,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
41,admin.,divorced,high.school,no,yes,no,cellular,aug,fri,1,6,2,success,-1.7,94.027,-38.3,0.905,4991.6
28,admin.,married,university.degree,no,no,yes,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
34,admin.,married,university.degree,no,no,no,cellular,nov,wed,1,3,3,success,-1.1,94.767,-50.8,1.048,4963.6
54,housemaid,married,professional.course,no,no,no,telephone,oct,mon,3,999,1,failure,-3.4,92.431,-26.9,0.739,5017.5
52,admin.,married,professional.course,no,yes,yes,cellular,jul,tue,2,6,1,success,-1.7,94.215,-40.3,0.893,4991.6
57,retired,married,professional.course,no,yes,no,telephone,aug,wed,4,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
60,blue-collar,married,basic.4y,no,yes,no,cellular,aug,thu,1,999,1,failure,-1.7,94.027,-38.3,0.899,4991.6
36,technician,married,professional.course,no,no,no,cellular,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1
57,self-employed,married,university.degree,no,no,yes,cellular,jul,thu,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
56,unemployed,divorced,university.degree,,yes,no,telephone,jun,tue,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
55,blue-collar,married,professional.course,no,yes,yes,cellular,may,fri,3,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1
38,blue-collar,single,high.school,no,no,no,cellular,may,fri,2,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1
38,technician,single,university.degree,no,yes,no,cellular,jun,mon,6,999,0,nonexistent,-1.7,94.055,-39.8,0.754,4991.6
27,blue-collar,single,high.school,no,no,no,cellular,oct,tue,1,999,2,failure,-1.1,94.601,-49.5,0.982,4963.6
39,blue-collar,single,basic.9y,no,no,no,telephone,may,tue,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0
41,admin.,married,basic.9y,,yes,no,telephone,jun,thu,2,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1
36,blue-collar,married,basic.9y,,yes,no,telephone,jun,thu,13,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
48,admin.,married,university.degree,,yes,no,cellular,aug,tue,3,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1
39,admin.,married,university.degree,no,no,no,cellular,jun,wed,1,999,1,failure,-2.9,92.963,-40.8,1.26,5076.2
25,student,single,university.degree,no,yes,no,cellular,apr,thu,1,999,1,failure,-1.8,93.075,-47.1,1.365,5099.1
21,student,single,high.school,no,yes,no,cellular,apr,mon,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
29,admin.,single,university.degree,no,yes,no,cellular,nov,fri,1,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8
48,blue-collar,married,basic.9y,no,no,no,cellular,may,fri,1,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1
47,self-employed,divorced,university.degree,no,no,no,cellular,mar,tue,1,999,0,nonexistent,-1.8,93.369,-34.8,0.646,5008.7
69,retired,married,basic.9y,no,yes,no,cellular,sep,wed,1,5,1,success,-3.4,92.379,-29.8,0.781,5017.5
54,blue-collar,married,basic.4y,,yes,no,cellular,aug,tue,5,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1
41,management,married,,,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
54,technician,married,high.school,no,no,no,cellular,jul,tue,8,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
35,technician,married,professional.course,no,no,yes,cellular,jul,thu,2,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1
34,admin.,married,university.degree,no,yes,no,cellular,may,tue,3,999,1,failure,-1.8,92.893,-46.2,1.344,5099.1
57,admin.,married,university.degree,,no,no,cellular,aug,tue,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
32,services,single,basic.6y,no,no,yes,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0
56,management,married,university.degree,no,no,no,telephone,jun,thu,5,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1
38,student,single,university.degree,no,no,no,telephone,may,thu,4,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0
46,management,married,basic.6y,no,yes,yes,telephone,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1
68,retired,divorced,professional.course,no,yes,no,cellular,oct,tue,2,999,0,nonexistent,-3.4,92.431,-26.9,0.728,5017.5
34,admin.,married,university.degree,no,no,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
50,blue-collar,divorced,basic.9y,no,no,no,telephone,jul,wed,3,999,0,nonexistent,1.4,93.918,-42.7,4.956,5228.1
34,admin.,divorced,university.degree,no,no,no,cellular,nov,tue,1,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8
50,technician,divorced,professional.course,no,no,no,cellular,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
35,admin.,single,professional.course,no,yes,no,cellular,nov,fri,3,999,4,failure,-1.1,94.767,-50.8,1.04,4963.6
52,self-employed,married,professional.course,,no,yes,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1
24,student,single,basic.9y,no,no,no,cellular,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1
25,admin.,single,high.school,no,yes,yes,cellular,may,fri,6,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1
39,technician,divorced,professional.course,no,yes,yes,cellular,aug,tue,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1
52,blue-collar,married,basic.4y,no,yes,no,telephone,jun,mon,6,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1
50,admin.,married,university.degree,no,yes,no,cellular,dec,tue,3,999,0,nonexistent,-3.0,92.713,-33.0,0.708,5023.5
30,services,married,basic.9y,no,yes,no,cellular,nov,thu,1,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8
62,technician,married,,no,no,no,cellular,jul,mon,1,999,0,nonexistent,-1.7,94.215,-40.3,0.827,4991.6
45,housemaid,married,basic.4y,,no,no,cellular,aug,mon,14,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
56,management,married,professional.course,no,yes,no,cellular,may,mon,2,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1
41,blue-collar,married,basic.6y,,yes,no,telephone,jun,mon,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1
38,technician,married,professional.course,,yes,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0
29,technician,single,high.school,no,no,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
41,technician,divorced,university.degree,no,yes,no,cellular,aug,fri,2,6,3,success,-1.7,94.027,-38.3,0.905,4991.6
37,blue-collar,married,basic.9y,no,yes,no,cellular,may,thu,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1
41,management,married,high.school,,yes,no,cellular,may,tue,2,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1
36,blue-collar,married,basic.4y,no,yes,no,cellular,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8
53,self-employed,married,university.degree,no,no,no,cellular,jul,thu,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
47,blue-collar,married,basic.6y,no,no,no,telephone,may,thu,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0
36,admin.,married,,,yes,no,cellular,nov,thu,3,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8
45,management,married,basic.9y,no,yes,no,cellular,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8
28,blue-collar,married,high.school,no,,,cellular,may,tue,2,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1
44,management,married,basic.6y,no,yes,no,cellular,mar,thu,3,999,0,nonexistent,-1.8,92.843,-50.0,1.757,5099.1
33,technician,single,university.degree,no,yes,no,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1
35,technician,married,professional.course,no,no,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
46,management,married,university.degree,no,no,no,cellular,jul,mon,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1
50,blue-collar,married,basic.4y,no,no,no,cellular,aug,mon,5,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
28,admin.,single,basic.9y,no,no,yes,cellular,may,tue,1,10,1,success,-1.8,92.893,-46.2,1.291,5099.1
34,admin.,married,high.school,no,no,no,cellular,may,tue,5,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1
27,admin.,single,university.degree,no,no,no,telephone,jun,wed,7,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1
25,services,single,high.school,no,no,no,cellular,may,fri,2,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1
27,technician,divorced,professional.course,no,yes,no,cellular,jul,wed,5,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
69,retired,divorced,professional.course,no,no,no,cellular,jun,fri,6,12,2,failure,-1.7,94.055,-39.8,0.748,4991.6
52,blue-collar,single,basic.4y,no,yes,no,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1
53,blue-collar,married,basic.9y,no,no,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
27,blue-collar,single,basic.6y,no,yes,yes,telephone,jun,fri,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1
29,technician,married,professional.course,no,yes,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
42,technician,married,professional.course,no,yes,no,telephone,may,wed,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
48,blue-collar,married,basic.4y,no,yes,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0
30,self-employed,single,university.degree,no,yes,no,cellular,jul,tue,1,999,0,nonexistent,-2.9,92.469,-33.6,1.044,5076.2
31,admin.,single,university.degree,,yes,no,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
39,technician,married,university.degree,,no,no,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
34,technician,married,university.degree,no,yes,no,cellular,jun,tue,1,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2
89,retired,divorced,basic.4y,no,no,no,cellular,jun,mon,1,999,0,nonexistent,-1.7,94.055,-39.8,0.72,4991.6
25,admin.,single,high.school,no,no,no,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1
48,admin.,divorced,,no,yes,no,cellular,may,wed,6,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1
46,admin.,divorced,university.degree,,yes,no,telephone,may,wed,6,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
36,technician,single,professional.course,no,no,no,cellular,aug,mon,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
35,admin.,single,high.school,no,no,no,cellular,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
56,services,married,high.school,,no,no,cellular,may,fri,1,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1
60,retired,divorced,basic.4y,,yes,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1
33,services,single,university.degree,no,yes,no,cellular,oct,mon,2,3,2,success,-1.1,94.601,-49.5,0.977,4963.6
38,admin.,single,university.degree,no,no,no,telephone,may,tue,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
37,blue-collar,married,basic.9y,no,no,yes,cellular,apr,mon,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
37,admin.,single,high.school,no,no,yes,cellular,nov,wed,1,999,0,nonexistent,-3.4,92.649,-30.1,0.715,5017.5
39,management,married,basic.6y,,yes,no,telephone,jun,fri,3,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1
30,technician,married,professional.course,no,yes,yes,cellular,oct,thu,2,999,0,nonexistent,-3.4,92.431,-26.9,0.722,5017.5
28,admin.,single,university.degree,no,yes,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
51,admin.,married,high.school,no,yes,no,cellular,jul,wed,3,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1
31,management,married,university.degree,no,no,no,telephone,may,mon,8,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
31,blue-collar,single,high.school,no,yes,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
29,student,single,high.school,no,,,cellular,aug,tue,1,4,3,success,-2.9,92.201,-31.4,0.884,5076.2
35,admin.,divorced,university.degree,no,yes,no,cellular,nov,fri,1,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8
72,retired,married,basic.4y,no,yes,no,cellular,jul,mon,1,999,0,nonexistent,-1.7,94.215,-40.3,0.87,4991.6
27,technician,single,university.degree,no,yes,no,telephone,jun,mon,2,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1
43,admin.,single,high.school,no,yes,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
57,technician,married,university.degree,no,yes,no,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
30,blue-collar,married,basic.9y,no,no,no,telephone,jun,thu,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
35,management,single,,no,,,telephone,jun,wed,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1
34,blue-collar,married,basic.4y,,yes,yes,cellular,jul,thu,3,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1
35,admin.,married,university.degree,no,yes,no,cellular,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8
32,admin.,married,university.degree,no,yes,no,cellular,may,mon,2,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1
41,blue-collar,married,high.school,,yes,no,cellular,nov,mon,1,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8
32,technician,married,professional.course,no,yes,no,cellular,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
53,technician,single,professional.course,no,no,no,cellular,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
18,student,single,,no,yes,no,cellular,sep,thu,1,999,0,nonexistent,-3.4,92.379,-29.8,0.809,5017.5
31,technician,married,professional.course,no,no,yes,cellular,nov,fri,5,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8
